,id_hdv,vehi_rec,veh_type,veh_brand,veh_model,veh_year,veh_reg,veh_char,veh_val
951,2-10-13,3,AUTOMOVIL ,CHEVROLET ,CRUZE ,2014 ,ACY364 ,SEDAN NEGRO ,35000.00 
952,2-10-14,1, , , , , , , 
953,2-10-15,1,CAMIONETA ,HYUNDAI ,SANTA FE ,2010 ,A8V015 ,BLANCA - 4 X 2 ,43550.00 
954,2-10-15,2,CAMIONETA ,MITSUBISHI ,OUTLANDER ,2010 ,B1F093 ,NEGRO 4 X 4 ,30000.00 
955,2-10-15,3,AUTOMOVIL ,HYUNDAI ,EXCEL ,1989 ,AG1610 ,"CELESTE METALICO, 4 PUERTAS ",5000.00 
956,2-10-16,1,AUTOMOVIL ,MERCEDEZ BENZ ,C-250 ,2016 ,ATJ-076 ,COLOR GRIS ,159460.00 
957,2-10-17,1,CAMIONETA ,HYUNDAI ,SANTA FE ,2017 ,ARA469 ,COLOR ROJO ,10000.00 
958,2-10-17,2,AUTOMOVIL ,NISSAN ,SUNNY ,2003 ,CQE507 ,COLOR PLATA ,15000.00 
959,2-10-18,1,AUTOMOVIL ,CHERY ,QQ08 ,2013 ,FOR090 ,COLOR AZUL ,16440.00 
960,2-10-20,1, , , , , , , 
961,2-10-22,1,CAMIONETA ,JEEP ,GRAND CHEROKEE ,2017 ,AXT221 ,NEGRO ,210827.56 
962,2-10-23,1,CAMIONETA ,SUBARU ,FORESTER ,2010 ,B4E427 ,COLOR VERDE ,40000.00 
963,2-10-24,1,AUTOMOVIL ,JAC ,SEDAN ,2014 ,F6G253 ,COLOR ROJO ,23100.00 
964,2-10-24,2,AUTOMOVIL ,NISSAN ,SEDAN ,1998 ,AB8644 ,COLOR VERDE ,6600.00 
965,2-10-25,1,SEDAN ,VOLKSWAGEN ,BORA ,2009 ,F8D447 ,COLOR GRIS ,34000.00 
966,2-10-26,1,AUTOMOVIL ,NISSAN ,TIIDA ,2012 ,D7T563 ,SEDAN GRIS ,30000.00 
967,2-10-27,1,VEHICULO ,MG ,MG3XROSS 1.5AT DEL ,2013 ,F4H043 ,SECUENCIAL ,32830.00 
968,2-10-28,1, , , , , , , 
969,2-10-29,1,CAMIONETA ,JEEP ,COMPASS ,2010 ,B3Z054 ,NEGRO ,38940.00 
970,2-10-29,2,CAMION ,INTERNACIONAL ,1800 ,1980 ,WP4351 ,ROJO ,10000.00 
971,2-10-30,1,CAMIONETA ,HONDA ,CRV ,2010 ,B1T404 ,ROJO PERLADO ,50592.60 
972,2-10-31,1,AUTOMOVIL ,VOLKSWAGEN ,GOL SEDAN CONFORT ,2010 ,JO 5704 ,GRIS EXTREMO ,20100.00 
973,2-10-31,2,AUTOMOVIL ,HYUNDAI ,STELLAR ,1995 ,B5V 134 ,GRIS ,3852.00 
974,2-10-32,1, , , , , , , 
975,2-10-33,1,AUTOMOVIL ,HYUNDAI ,NEW ELANTRA ,2016 ,AVJ573 ,PLATA ,55000.00 
976,2-10-33,2,AUTOMOVIL ,HYUNDAI ,ACCENT ,1994 ,GO9744 ,ROJO ,10000.00 
977,2-10-33,3,CAMIONETA ,JAC ,S2 ,2016 ,ATF648 ,ROJO ,30000.00 
978,2-10-34,1,AUTOMOVIL ,GREAT WALL ,VOLEEX C30 ,2010 ,B7X452 ,PLATA ,39270.00 
979,2-10-35,1,CAMIONETA ,MITSUBISHI ,PICKUP ,1988 ,F0S724 ,ROJO ,14400.00 
980,2-10-35,2,AUTOMOVIL ,KIA ,RIO ,2010 ,A8X609 ,GRIS OSCURO ,19200.00 
981,2-11-1,1, , , , , , , 
982,2-11-3,1, , , , , , , 
983,2-12-1,1,CAMIONETA ,MITSUBISHI ,L200 ,2007 ,C3J794 ,ROJO ,8000.00 
984,2-12-2,1, , , , , , , 
985,2-12-3,1,MOTOCICLETA ,HONDA ,XR125L ,2012 ,Z3-9699 ,ROJO ,8000.00 
986,2-12-3,2,AUTOMOVIL ,KIA ,PICANTO ,2019 ,Z5U-071 ,BLANCO ,46000.00 
987,2-12-4,1, , , , , , , 
988,2-12-5,1, , , , , , , 
989,2-13-1,1, , , , , , , 
990,2-13-2,1, , , , , , , 
991,2-13-3,1, , , , , , , 
992,2-14-1,1,MOTO LINEAL ,HONDA ,CB110 ,2014 ,OG436W ,AUTOMATICA ,3000.00 
993,2-14-2,1, , , , , , , 
994,2-14-3,1, , , , , , , 
995,2-15-1,1,CAMIONETA ,HONDA ,CRV ,2009 ,A3Y-193 ,ROJO PERLADO ,33600.00 
996,2-15-1,2,CAMIONETA 4X4 ,TOYOTA ,PICKAUP ,1989 ,PA-1744 ,AZUL ,16800.00 
997,2-15-2,1, , , , , , , 
998,2-15-3,1, , , , , , , 
999,2-16-1,1,PARTICULAR ,TOYOTA ,LAND CRUSER PRADO ,2014 ,T3M202 ,M1-CAMIONIETA ,43000.00 
1000,2-16-2,1, , , , , , , 
1001,2-16-3,1,MENOR -MOTO ,KYRO ,KIP125 ,2008 ,NG-57859 ,TRIMOTO ,1000.00 
1002,2-16-4,1, , , , , , , 
1003,2-16-5,1, , , , , , , 
1004,2-16-6,1,AUTO ,TOYOTA ,CORONA ,1985 ,JO -6185 ,DEPRECIACIÓN POR ANTIGÜEDAD ,4000.00 
1005,2-16-7,1,AUTOMOVIL ,HYNDAI ,SONATA EF ,2002 ,T4A644 ,BLANCO ,11000.00 
1006,2-16-7,2,AUTOMOVIL ,NISSAN ,UNLMD21SF ,1991 ,T6R- 861 ,ROJO METALICO ,15000.00 
1007,2-17-1,1, , , , , , , 
1008,2-17-2,1, , , , , , , 
1009,2-18-1,1, , , , , , , 
1010,2-18-2,1, , , , , , , 
1011,2-18-3,1, , , , , , , 
1012,2-18-5,1, , , , , , , 
1013,2-18-6,1,AUTO ,VOLSWAGEN ,VOYAGE ,2013 ,M2Z-153 ,AUTO BLANCO ,21000.00 
1014,2-19-1,1,AUTOMOVIL ,HYUNDAI ,I 10 ,2018 ,BEM 203 ,BLANCO ,35600.00 
1015,2-19-2,1,CAMIONETA ,HYUNDAI ,TUCSOM 2012 ,2012 ,C0H509 ,PLATA ,43550.00 
1016,2-19-2,2,AUTO ,PLOMOUTH ,VALIANT ,1967 ,A8W098 ,VERDE ,16500.00 
1017,2-19-3,1, , , , , , , 
1018,2-19-4,1, , , , , , , 
1019,2-20-1,1, , , , , , , 
1020,2-20-2,1, , , , , , , 
1021,2-20-3,1, , , , , , , 
1022,2-20-4,1, , , , , , , 
1023,2-21-1,1, , , , , , , 
1024,2-21-2,1,CAMIONETA ,RENAUL ,OROCH ,2018 ,AYY-847 ,VERDE ESMERALDA ,52000.00 
1025,2-21-3,1,MOTOCICLETA ,CF MOTO-E ,JEWEL ,2010 ,2833-A ,COLOR AMARILLO ,2500.00 
1026,2-21-4,1,MOTOLINEAL ,HONDA ,CGL125 ,2012 ,C65552 ,AZUL ,2000.00 
1027,2-22-1,1,MOTOCICLETA ,HONDA ,PASION ,2006 ,MV16403 ,COLOR TURQUEZA ,500.00 
1028,2-22-1,2,MOTOCICLETA ,HONDA ,XR 125 ,2011 ,27682X ,COLOR NEGRO ,1000.00 
1029,2-22-1,3,MOTOCICLETA ,YAMAHA ,XTZ 125 ,2019 ,98439X ,COLOR NEGRO ,7500.00 
1030,2-22-2,1, , , , , , , 
1031,2-22-3,1, , , , , , , 
1032,2-23-1,1, , , , , , , 
1033,2-23-2,1, , , , , , , 
1034,2-23-3,1, , , , , , , 
1035,2-23-4,1, , , , , , , 
1036,2-24-1,1,AUTOMOVIL ,BMW ,WBA ,1985 ,BK2550 ,COLOR NEGRO ,2500.00 
1037,2-24-1,2,CAMIONETA ,TOYOTA ,LAND CRUISER ,1989 ,RK5047 ,COLOR BLANCO PERLA ,4500.00 
1038,2-24-1,3,AUTOMOVIL ,VOLVO ,760GLE ,1988 ,AKR613 ,BEIGE METALIZADO ,3000.00 
1039,2-24-2,1, , , , , , , 
1040,2-24-3,1,AUTOMOVIL ,FORD ,TAURUS ,1995 ,C7N-128 ,BLANCO ,1000.00 
1041,2-25-1,1, , , , , , , 
1042,2-25-2,1, , , , , , , 
1043,2-25-3,1, , , , , , , 
1044,2-26-1,1, , , , , , , 
1045,2-26-2,1, , , , , , , 
1046,2-26-3,1, , , , , , , 
1047,2-26-4,1,AUTOMOVIL ,WOLSWAGEN ,GOLF ,1997 ,B4C589 ,COLOR BLANCO ,10000.00 
1048,2-26-4,2,AUTOMOVIL ,WOLSWAGEN ,ESCARABAJO ,1984 ,GG2443 ,COLOR VERDE ,8000.00 
1049,2-26-4,3,AUTOMOVIL ,HYUNDAI ,GRAN I 10 ,2014 ,ADL381 ,COLOR ROJO ,20000.00 
1050,2-26-4,4,MOTOTAXI ,BAJAJ ,TORITO ,2014 ,79731D ,COLOR AMARILLO ,10000.00 
1051,2-26-4,5,MOTOTAXI ,BAJAJ ,TORITO ,2014 ,1681DA ,COLOR ROJO ,8000.00 
1052,2-27-2,1, , , , , , , 
1053,2-27-3,1, , , , , , , 
1054,2-28-1,1,AUTOMOVIL ,CHERY ,C5 ,2008 ,A2Q-179 ,COLOR NEGRO ,36000.00 
1055,2-28-2,1,CAMIONETA ,NISSAN ,STETION WAGON ,1995 ,SIS- 101 ,COLOR PLATEADO ,10000.00 
1056,2-28-3,1, , , , , , , 
1057,2-28-4,1, , , , , , , 
1058,2-29-1,1,CAMIONETA ,TOYOTA ,LAND CRUISER ,2010 ,A8D268 ,VX ,86000.00 
1059,2-29-1,2,AUTOMOVIL ,BYD ,F3 ,2012 ,C5D465 ,GL-J ,18000.00 
1060,2-29-2,1, , , , , , , 
1061,2-30-1,1, , , , , , , 
1062,2-30-2,1, , , , , , , 
1063,2-30-3,1, , , , , , , 
1064,2-30-4,1, , , , , , , 
1065,2-30-5,1, , , , , , , 
1066,2-30-6,1, , , , , , , 
1067,2-30-7,1, , , , , , , 
1068,2-30-8,1,CAMIONETA ,KIA ,SPORTAGE ,2012 ,C9J-153 ,NINGUNA ,49000.00 
1069,2-30-10,1, , , , , , , 
1070,2-30-11,1, , , , , , , 
1071,2-30-12,1,AUTO ,TOYOTA ,STARLET SOLEIL ,1993 ,C1A399 ,COLOR ROJO ,3900.00 
1072,2-30-12,2,AUTO ,TOYOTA ,STARLET ,1996 ,A4A486 ,BLANCO ,12000.00 
1073,2-30-13,1, , , , , , , 
1074,2-30-14,1,STAT WAGON ,TOYOTA ,COROLLA ,1997 ,SP7463 ,BLANCO ,6000.00 
1075,2-30-15,1,AUTO ,DODGE ,P300 ,2010 ,UG8101 ,VERDE BLANCO ,1.00 
1076,2-30-15,2,VEHICULO ,MITSUBISHI ,ROSA ,2010 ,F6O932 ,CELESTE /FUCSIA/VIOLETA ,1.00 
1077,2-30-16,1, , , , , , , 
1078,2-30-17,1, , , , , , , 
1079,2-30-18,1, , , , , , , 
1080,2-30-20,1, , , , , , , 
1081,2-30-21,1, , , , , , , 
1082,2-30-22,1, , , , , , , 
1083,2-30-24,1,AUTO ,SUBARU ,GL ,2015 ,TQ2272 ,COLOR CELESTE ,5000.00 
1084,2-30-24,2,AUTO ,TOYOTA ,YARIS ,2015 ,F6R370 ,ROJO MICA METALICO ,5000.00 
1085,2-30-25,1, , , , , , , 
1086,2-30-26,1,AUTO ,ZUSUKI ,SWIFT ,2012 ,D6K-132 ,ROJO ,15000.00 
1087,2-30-26,2,AUTO ,HONDA ,XR125L ,2012 ,C44648 ,NEGRO ,5000.00 
1088,2-30-27,1, , , , , , , 
1089,2-30-28,1, , , , , , , 
1090,2-30-29,1, , , , , , , 
1091,2-30-30,1, , , , , , , 
1092,2-30-31,1, , , , , , , 
1093,2-30-32,1, , , , , , , 
1094,2-30-33,1,AUTO ,SUBARU ,OUTBACK ,2005 ,ARL262 ,AZUL OSCURO PERLADO ,5000.00 
1095,2-30-33,2,AUTO ,TOYOTA ,AGYA ,2005 ,BKN326 ,PLATA METÁLICO ,5000.00 
1096,2-30-34,1, , , , , , , 
1097,2-30-35,1, , , , , , , 
1098,2-30-36,1, , , , , , , 
1099,2-31-1,1, , , , , , , 
1100,2-31-3,1, , , , , , , 
1101,2-32-1,1,CAMIONETA ,HYUNDAI ,SANTA FE ,2005 ,X1A-612 ,CAMIONETA RURAL SUV - NEGRO GASOLINERO ,15410.00 
1102,2-32-2,1,01 ,SUZUKI ,GRAND NOMADE ,2016 ,X3P-175 ,"COLOR MARRÓN, VERSIÓN GRAND NOMADE 2.4MT 4X4 ",49500.00 
1103,2-32-3,1,AUTO ,MITSUBISHI ,LANCER CEDIA ,2002 ,BAF-336 ,AUTO ,12000.00 
1104,2-32-4,1, , , , , , , 
1105,2-32-5,1,CAMIONETA ,GREAT WALL ,H3 ,2012 ,X2H 128 ,- ,40000.00 
1106,2-33-1,1, , , , , , , 
1107,2-33-3,1,SUV ,NISSAN ,X-TRAIL ,2015 ,ABZ-246 ,NINGUNA ,69300.00 
1108,2-33-3,2,AUTO ,SUZUKI ,AERIO ,2007 ,CGY-635 ,NINGUNA ,23100.00 
1109,2-33-5,1, , , , , , , 
1110,2-33-7,1, , , , , , , 
1111,2-33-8,1, , , , , , , 
1112,2-33-10,1, , , , , , , 
1113,2-33-14,1, , , , , , , 
1114,2-33-15,1,AUTO ,HYUNDAI ,ELENTRA ,2014 ,ACL-518 ,SEDAN BIEGE ,19705.00 
1115,2-33-15,2,STATION VAGON ,HONDO CIVIC ,PRO ,1989 ,TP-1650 ,BLANCO ,5000.00 
1116,2-33-16,1,AUTO ,HUNDAY ,ACCENT ,2014 ,AJN190 ,NINGUNA ,39900.00 
1117,2-33-19,1,AUTO ,TOYOTA ,YARIS ,2008 ,CQK499 ,NINGUNA ,20000.00 
1118,2-33-22,1, , , , , , , 
1119,2-33-28,1,AUTOMOVIL ,CHEVEROLET ,SAIL ,2011 ,BTS 301 ,NINGUNA ,18500.00 
1120,2-33-30,1, , , , , , , 
1121,2-33-35,1,CAMIONETA ,JEEP ,COMPASS ,2013 ,DON-074 ,NINGUNA ,17000.00 
1122,2-33-36,1,AUTO ,HYUNDAI ,TUCSON ,2012 ,C2P528 ,ROBADO ,0.00 
1123,2-33-36,2,AUTO ,CHEVEROLET ,OPTRA ,2006 ,C2X 245 ,NINGUNA ,14850.00 
1124,2-33-36,3,AUTO ,FORO ,ESCORT ,1996 ,AFS 413 ,NINGUNA ,5940.00 
1125,2-33-36,4,AUTO ,NISSAN ,STANZA ,1983 ,BFQ 224 ,NINGUNA ,3600.00 
1126,2-34-2,1,MOTOCICLETA ,HONDA ,WAVE 110S ,2018 ,4259-CS ,NEGRO ,4500.00 
1127,2-34-2,2,MOTOCICLETA ,ZONGSHEN ,ZS110 ,2017 ,3294-BS ,BLACO ,3500.00 
1128,2-35-1,1, , , , , , , 
1129,2-36-1,1,CAMIONETA ,FORD ,EXPLORER ,2010 ,B3I-322 ,"ROJO, 4X2 ",45000.00 
1130,2-36-1,2,CAMIONETA ,DODGE ,NITRO ,2011 ,C8F404 ,"4X4, ROJO ",50000.00 
1131,2-36-1,3,CAMIONETA ,FORD ,ESCAPE ,2006 ,LGX686 ,"PLOMO, 4X2 ",30000.00 
1132,2-36-1,4,CAMIONETA ,TOYOTA ,FJ ,2011 ,B2Z-031 ,"4X4, VERDE ",60000.00 
1133,2-36-1,5,CAMIONETA ,FORD ,ESCAPE ,2010 ,00000 ,"NEGRA, 4X2 ",40000.00 
1134,2-36-1,6,AUTO ,CRYSLER ,PT CRYSLER ,2007 ,A4S-145 ,"ROJO, DOS PUERTAS, CONVERTIBLE ",20000.00 
1135,2-36-1,7,CARRO ,----- ,------- ,2005 ,F1M141 ,-------- ,40000.00 
1136,2-36-1,8,CARRO ,------ ,-------- ,2004 ,B6H490 ,-------- ,40000.00 
1137,2-36-1,9,CARRO ,------- ,------ ,2005 ,B0M025 ,------------ ,45000.00 
1138,2-36-1,10,MOTO ,HONDA ,125 ,2005 ,RY1504 ,------ ,1000.00 
1139,2-36-1,11,MOTO ,HONDA ,125 ,2005 ,NY13074 ,------ ,1000.00 
1140,2-36-1,12,MOTO ,HONDA ,125 ,2005 ,NY13072 ,------------ ,1000.00 
1141,2-36-1,13,MOTO ,HONDA ,125 ,2005 ,NY13070 ,------ ,1000.00 
1142,2-36-1,14,MOTO ,HONDA ,125 ,2005 ,NY13073 ,------ ,1000.00 
1143,2-36-1,15,MOTO ,HONDA ,125 ,2005 ,NY13071 ,------ ,1000.00 
1144,2-36-1,16,MOTO ,HONDA ,125 ,2005 ,NY13075 ,------ ,1000.00 
1145,2-36-1,17,MOTO ,HONDA ,125 ,2005 ,NY13079 ,------ ,1000.00 
1146,2-36-1,18,MOTO ,HONDA ,125 ,2005 ,NY13078 ,----- ,1000.00 
1147,2-36-1,19,MOTO ,HONDA ,125 ,2005 ,NY13077 ,----- ,1000.00 
1148,2-36-1,20,MOTO ,HONDA ,125 ,2005 ,NY13076 ,----- ,1000.00 
1149,2-36-2,1, , , , , , , 
1150,2-36-3,1,AUTO ,VOLKSWAGEN ,GOL STATION WAGON ,2014 ,WIU-531 ,ROJO ,45000.00 
1151,2-36-4,1, , , , , , , 
1152,2-36-5,1, , , , , , , 
1153,2-37-1,1,CAMIONETA ,FORD ,EXPLORER ,2017 ,AZH-582 ,PLATA ,124000.00 
1154,2-37-1,2,MINIVAN ,JAC ,REFINE ,2012 ,D8Q504 ,PLATA ,30000.00 
1155,2-37-1,3,VOLQUETE ,JAC ,HFC3048K ,2008 ,CSA733 ,COLOR ROJO ,20000.00 
1156,2-37-1,4,CAMION ,HYUNDAI ,CISTERNA ,2017 ,AWX775 ,COLOR BLANCO ,210000.00 
1157,2-37-1,5,MOTO LINEAL ,HONDA ,ELITE 125 ,2014 ,H10744 ,NEGRA ,1500.00 
1158,2-37-2,1,STATION ,TOYOYA ,COROLLA ,2002 ,H1R697 ,BLANCO ,10000.00 
1159,2-37-3,1, , , , , , , 
1160,2-37-4,1, , , , , , , 
1161,2-37-5,1,AUTOMOVIL ,HYUNDAI ,ACCENT ,2013 ,H1N491 ,NEGRO ,30000.00 
1162,2-37-5,2,CAMIONETA ,MITSUBISHI ,L200 ,2015 ,H2O844 ,PLATA ,60000.00 
1163,2-37-5,3,AUTOMOVIL ,TOYOTA ,CORONA ,1987 ,AE7513 ,NEGRO ,3000.00 
1164,2-37-5,4,MOTOCICLETA ,HONDA ,XR125 ,2013 ,14523H ,NEGRO ,1500.00 
1165,2-37-5,5,MOTOCICLETA ,CROS ,200 ,2012 ,80738A ,NARANJA ,2000.00 
1166,2-38-1,1,AUTO ,DFSK ,GLORY ,2018 ,W4E666 ,COLOR NEGRO ,44550.00 
1167,2-38-3,1, , , , , , , 
1168,2-38-4,1, , , , , , , 
1169,2-38-5,1, , , , , , , 
1170,2-39-1,1,PUCALLPA ,VELOREX ,VX150 ,2018 ,93380U ,AZUL PLATA ,30000.00 
1171,2-39-2,1, , , , , , , 
1172,2-39-3,1,PUCALLPA ,LIFAN ,LF 125-7 ,2018 ,44653U ,NEGRO ,0.00 
1173,2-40-1,1, , , , , , , 
1174,2-40-2,1,CAMIONETA ,TOYOTA ,HI LUX ,2018 ,Z6V-705 ,COLOR PLATA ,134000.00 
1175,2-40-2,2,AUTO ,TOYOTA ,EQIUS ,2018 ,Z5J290 ,COLOR PLATA ,41875.00 
1176,2-40-3,1,CAMIONETA ,HYUNDAI ,HOMY ,1985 ,C9G418 ,CAMIONETA RURAL ,13200.00 
1177,2-40-3,2,AUTOMOVIL ,TOYOTA ,ITS ,2005 ,D3L322 ,AUTOMOVIL ,16500.00 
1178,2-40-3,3,AUTOMOVIL ,JAC ,S2 ,2016 ,A9Y150 ,HATH BACK ,33000.00 
1179,2-40-3,4,MINIBUS ,JAC ,SUNRAY ,2012 ,C9B738 ,CAMIONETA RURAL ,66000.00 
1180,2-40-3,5,AUTOMOVIL ,SUBARU ,IMPRESA ,2005 ,AYM155 ,HATCH BACK ,23100.00 
1181,2-41-1,1, , , , , , , 
1182,2-41-2,1, , , , , , , 
1183,2-41-3,1, , , , , , , 
1184,2-41-4,1, , , , , , , 
1185,2-41-5,1,AUTO ,NISSAN ,TIIDA ,2016 ,V7U-410 ,GRIS SEDAN ,40000.00 
1186,2-41-5,2,AUTO ,VOLKSWAGEN ,BORA ,2000 ,A3P055 ,VERDE SEDAN ,17000.00 
1187,2-41-6,1, , , , , , , 
1188,2-42-1,1, , , , , , , 
1189,2-42-2,1,MOTO LINEAL ,ARTSUN ,AS200GZ ,2015 ,4584-47 ,COLOR VERDE MOTOR AS169FML15A60353 A GASOLINA ,6000.00 
1190,2-42-2,2,MOTO LINEAL ,LIFAN ,LF200-10L ,2018 ,4306-8T ,"COLOR GRIS, MOTOR 165MLPJ1349627 ",8000.00 
1191,2-42-3,1, , , , , , , 
1192,2-43-1,1, , , , , , , 
1193,2-43-2,1, , , , , , , 
1194,2-43-3,1,AUTO ,NISSAN ,PULSA ,1993 ,X1K552 ,AZUL ,5000.00 
1195,2-43-3,2,AUTO ,MITSUBISHI ,LANCER ,2004 ,Z1A087 ,NEGRO ,7000.00 
1196,2-43-4,1, , , , , , , 
1197,2-43-5,1, , , , , , , 
1198,2-44-1,1, , , , , , , 
1199,2-44-2,1, , , , , , , 
1200,2-45-1,1, , , , , , , 
1201,2-45-2,1,AUTOMOVIL ,SUZUKI ,SWIFT ,2013 ,Z3F094 ,ROJO 4X2 ,40000.00 
1202,2-46-1,1, , , , , , , 
1203,2-46-2,1,AUTOMÓVIL ,MITSUBISHI ,LANCER ,1995 ,X1N470 ,VERDE CLARO ,10000.00 
1204,2-46-3,1, , , , , , , 
1205,2-46-4,1, , , , , , , 
1206,2-46-5,1,AUTOMÓVIL ,TOYOTA ,YARIS ,2017 ,X3W-177 ,ROJO MICA METÁLICO ,10000.00 
1207,2-47-1,1, , , , , , , 
1208,2-47-2,1, , , , , , , 
1209,2-47-3,1, , , , , , , 
1210,2-47-4,1, , , , , , , 
1211,2-48-1,1, , , , , , , 
1212,2-48-2,1, , , , , , , 
1213,2-48-3,1, , , , , , , 
1214,2-48-4,1, , , , , , , 
1215,2-48-5,1, , , , , , , 
1216,2-49-1,1,CAMIONETA ,GREAT WALL ,H-3 ,2018 ,V9B 168 ,4 X 2 ,49000.00 
1217,2-49-1,2,AUTOMOVIL ,VOLKSWAGEN ,GOL ,2011 ,C1M 001 ,HATCHBACK ,27000.00 
1218,2-49-3,1, , , , , , , 
1219,2-49-4,1, , , , , , , 
1220,2-49-5,1, , , , , , , 
1221,2-49-6,1,CAMION ,MITSUBISHI ,FUSO CANTER ,2018 ,V9Z - 886 ,CAMIONCITO DE 4 TONELADAS BLANCO ,98000.00 
1222,2-50-1,1, , , , , , , 
1223,2-50-2,1, , , , , , , 
1224,2-50-4,1,MUEBLE ,CHERY ,TIGG03 ,2017 ,BBQ-528 ,4X2 ,49000.00 
1225,2-50-5,1, , , , , , , 
1226,2-51-1,1, , , , , , , 
1227,2-51-2,1, , , , , , , 
1228,2-51-3,1,CAMIONETA ,HUYDAY ,TUPSON ,2012 ,C9A 440 ,PLATEADA ,5000.00 
1229,2-51-5,1, , , , , , , 
1230,2-51-6,1, , , , , , , 
1231,2-51-7,1, , , , , , , 
1232,2-52-1,1,CAMIONETA ,TOYOTA ,AVANZA ,2017 ,AMK285 ,NEGRO METALICO 4X2 ,74800.00 
1233,2-52-2,1,AUTO ,MITSUBISHI ,OUTLANDER ,2019 ,P3G012 ,COLOR AZUL NOCHE ,90000.00 
1234,2-52-3,1,CAMIONETA ,VOLWASGEN ,PICK UP 4X4 ,2010 ,B5N-874 ,COLOR NEGRO ,95000.00 
1235,2-52-4,1, , , , , , , 
1236,2-52-5,1, , , , , , , 
1237,2-52-7,1, , , , , , , 
1238,2-53-1,1,CAMIONETA SUV ,KIA ,SPORTAGE ,2012 ,D3M244 ,COLOR ROJO ,35000.00 
1239,2-53-1,2,CAMIONETA SUV ,HYUNDAI ,SANTA FE ,2013 ,F6S-635 ,COLOR NEGRO ,45000.00 
1240,2-53-2,1,CAMIONETA RURAL ,ZOTYE ,HUNTER ,2011 ,H1D-570 ,COLOR ROJO ,39960.00 
1241,2-53-3,1,CAMIONETA RURAL ,SUZUKI ,GRAND NOMADE ,2008 ,C1G-345 ,COLOR NEGRO ,30000.00 
1242,2-53-4,1, , , , , , , 
1243,2-55-1,1,AUTOMOVIL ,HYUNDAI ,ELANTRA ,2009 ,V4R-377 ,COLOR DORADO ,30240.00 
1244,2-55-2,1,AUTO MOVIL ,NISSAN ,SENTRA ,2008 ,C4N-616 ,COLOR PLATA ,12000.00 
1245,2-55-3,1, , , , , , , 
1246,2-55-4,1,AUTO ,NISSAN ,TIIDA ,2009 ,AHP-597 ,COLOR BEIGE ,25000.00 
1247,2-55-5,1, , , , , , , 
1248,2-56-1,1, , , , , , , 
1249,2-56-2,1, , , , , , , 
1250,2-56-3,1, , , , , , , 
1251,2-56-4,1, , , , , , , 
1252,2-56-5,1,MOTO - TORITO ,BAJAJ ,RE AUTORIKSHA ,2010 ,A89908 ,ROJO ,10800.00 
1253,2-56-5,2,MOTO - TORITO ,BAJAJ ,RE AUTORIKSHA ,2010 ,Z17853 ,ROJO ,10800.00 
1254,2-57-1,1, , , , , , , 
1255,2-57-2,1,AUTO ,RENAULT ,LOGAN ,2010 ,A9N-144 ,COLOR GRIS ECLIPSE ,20000.00 
1256,2-57-3,1, , , , , , , 
1257,2-58-1,1, , , , , , , 
1258,2-58-3,1, , , , , , , 
1259,2-59-1,1,CAMIONETA ,KIA ,SPORTAGE 2009 ,2009 ,LIE 404 ,COLOR PLATA BRILLANTE ,49500.00 
1260,2-59-2,1, , , , , , , 
1261,2-59-3,1, , , , , , , 
1262,2-60-1,1,MOTOCICLETA ,SUZUKI ,GN125H ,2010 ,X3-1112 ,MOTO ,3000.00 
1263,2-60-2,1,MOTO LINEAL ,BAJAJ ,DISCOVER 150 S ,2005 ,48780X ,NEGRO DORADO ,5500.00 
1264,2-60-3,1, , , , , , , 
1265,2-61-1,1, , , , , , , 
1266,2-61-2,1,NISSAN ,NISSAN ,X-TRAIL ,2010 ,AOI-566 ,CAMIONETA ,33000.00 
1267,2-61-4,1, , , , , , , 
1268,2-62-2,1,CAMION ,HYUNDAI ,CAMION ,1992 ,ACT - 841 ,CAMION ,12400.00 
1269,2-62-3,1, , , , , , , 
1270,2-62-4,1, , , , , , , 
1271,2-62-5,1, , , , , , , 
1272,2-63-1,1, , , , , , , 
1273,2-63-2,1, , , , , , , 
1274,2-63-3,1, , , , , , , 
1275,2-63-5,1, , , , , , , 
1276,2-64-2,1,AUTO ,CHEVROLET ,N300 ,2016 ,ASU-477 ,4 PUERTAS ,37300.00 
1277,2-64-3,1, , , , , , , 
1278,2-65-3,1, , , , , , , 
1279,2-66-1,1, , , , , , , 
1280,2-66-2,1, , , , , , , 
1281,2-66-3,1,AUTOMOVIL ,VOLKWAGEN ,ESCARABAJO ,1974 ,A1K517 ,COLOR AMARILLO ,6000.00 
1282,2-67-1,1, , , , , , , 
1283,2-67-3,1, , , , , , , 
1284,2-68-1,1,CAMIONETA ,MITSUBISHI ,L200 4X4 ,2016 ,ARH 887 ,MECANICA ,76000.00 
1285,2-68-2,1,MOTO ,YAMAHA ,GL150 ,2012 ,5758PM ,COLOR NEGRO ,4500.00 
1286,2-68-3,1,MOTO ,HONDA ,150 ,2012 ,MO 5508 ,COLOR NEGRO ,6000.00 
1287,2-68-3,2,MOTO ,HONDA ,190 ,2019 ,7171RM ,COLOR AZUL METALICO ,11000.00 
1288,2-69-1,1, , , , , , , 
1289,2-69-2,1, , , , , , , 
1290,2-69-3,1, , , , , , , 
